Date,Open,High,Low,Close,Volume,Adj Close
2007-11-21,0.15511,0.15511,0.15511,0.15511,000,0.15511
2007-11-20,0.15511,0.15511,0.15511,0.15511,000,0.15511
2007-11-19,0.15511,0.15511,0.15511,0.15511,000,0.15511
2007-11-16,0.15511,0.15511,0.15511,0.15511,000,0.15511
2007-11-15,0.15511,0.15511,0.15511,0.15511,000,0.15511
2007-11-14,0.15511,0.15511,0.15511,0.15511,000,0.15511
2007-11-13,0.15511,0.15511,0.15511,0.15511,000,0.15511
2007-11-12,0.15511,0.15511,0.15511,0.15511,000,0.15511
2007-11-09,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-11-08,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-11-07,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-11-06,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-11-05,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-11-02,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-11-01,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-10-31,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-10-30,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-10-29,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-10-26,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-10-25,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-10-24,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-10-23,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-10-22,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-10-19,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-10-18,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-10-17,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-10-16,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-10-15,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-10-12,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-10-11,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-10-10,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-10-09,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-10-08,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-10-05,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-10-04,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-10-03,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-10-02,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-10-01,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-09-28,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-09-27,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-09-26,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-09-25,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-09-24,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-09-21,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-09-20,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-09-19,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-09-18,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-09-17,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-09-14,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-09-13,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-09-12,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-09-11,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-09-10,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-09-07,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-09-06,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-09-05,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-09-04,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-09-03,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-08-31,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-08-30,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-08-29,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-08-28,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-08-27,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-08-24,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-08-23,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-08-22,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-08-21,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-08-20,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-08-17,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-08-16,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-08-15,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-08-14,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-08-13,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-08-10,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-08-09,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-08-08,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-08-07,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-08-06,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-08-03,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-07-31,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-07-30,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-07-27,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-07-26,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-07-25,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-07-24,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-07-23,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-07-20,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-07-19,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-07-18,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-07-17,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-07-16,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-07-13,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-07-12,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-07-11,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-07-10,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-07-09,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-07-06,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-07-05,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-07-04,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-07-03,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-07-02,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-02-14,0.01551,0.01551,0.01551,0.01551,000,0.15511
2007-01-26,0.01551,0.01551,0.01551,0.01551,000,0.15511
2006-09-07,0.01551,0.01551,0.01551,0.01551,000,0.15511
2006-09-06,0.01551,0.01551,0.01551,0.01551,000,0.15511
2006-09-05,0.01551,0.01551,0.01551,0.01551,000,0.15511
2006-09-04,0.01551,0.01551,0.01551,0.01551,000,0.15511
2006-09-01,0.01551,0.01551,0.01551,0.01551,000,0.15511
2006-08-31,0.01551,0.01551,0.01551,0.01551,000,0.15511
2006-08-30,0.01551,0.01551,0.01551,0.01551,000,0.15511
2006-08-29,0.01551,0.01551,0.01551,0.01551,000,0.15511
2006-08-28,0.01551,0.01551,0.01551,0.01551,000,0.15511
2006-08-25,0.01551,0.01551,0.01551,0.01551,000,0.15511
2006-08-24,0.01551,0.01551,0.01551,0.01551,000,0.15511
2006-08-23,0.01551,0.01551,0.01551,0.01551,000,0.15511
2006-08-22,0.01551,0.01551,0.01551,0.01551,000,0.15511
2006-08-21,0.01551,0.01551,0.01551,0.01551,000,0.15511
